,415_p14
342,2.4297664817557205
343,2.4375876534976153
344,2.4453287546549993
345,2.4528796954678738
346,2.460130386176238
347,2.466970737020093
348,2.4732906582394367
349,2.4789800600742717
350,2.483928852764595
351,2.488026946550409
352,2.491164251671712
353,2.493230678368504
354,2.4941161368807867
355,2.4937105374485573
356,2.4919037903118175
357,2.4885858057105668
358,2.4836464938848053
359,2.476981556009591
360,2.4685985950604814
361,2.458606428752619
362,2.447117521570746
363,2.434244337999607
364,2.420099342523944
365,2.4047949996285003
366,2.388443773798018
367,2.3711581295172417
368,2.353050531270913
369,2.3342334435437753
370,2.3148193308205713
371,2.2949206575860446
372,2.2746498883249373
373,2.2541194875219936
374,2.2334419196619555
375,2.2127296492295665
376,2.1920951407095686
377,2.1716508585867063
378,2.151509267345721
379,2.1317828314713565
380,2.112584015448356
381,2.0940252837614617
382,2.0762191008954174
383,2.0592779313349654
384,2.0433142395648494
385,2.0284404900698116
386,2.0147691473345954
387,2.0024037783242448
388,1.9913752839604228
389,1.981679081856234
390,1.9733103493917499
391,1.9662642639470431
392,1.9605360029021857
393,1.9561207436372496
394,1.9530136635323074
395,1.951209939967431
396,1.9507047503226924
397,1.9514932719781644
398,1.9535706823139185
399,1.956932158710027
400,1.9615728785465625
401,1.9674880192035968
402,1.974672758061202
403,1.9831222724994506
404,1.9928317398984143
405,2.003796337638166
406,2.016011243098777
407,2.0294716336603202
408,2.044172686702867
409,2.0601095796064905
410,2.0772774897512623
411,2.0956715945172544
412,2.1152870712845395
413,2.1361190974331894
414,2.1581628503432766
