,408_p16
341,2.3831864617323166
342,2.3916553363042707
343,2.4008330430747624
344,2.4105433515649484
345,2.420610031295985
346,2.4308568517890263
347,2.441107582565229
348,2.4511859931457494
349,2.4609158530517434
350,2.4701209318043666
351,2.478624998924775
352,2.486251823934124
353,2.492825176353569
354,2.4981688257042682
355,2.5021065415073753
356,2.5044620932840465
357,2.505059250555438
358,2.503721782842706
359,2.5002734596670058
360,2.4945385086647716
361,2.4864382779115495
362,2.4761108040097675
363,2.4637234429396973
364,2.449443550681612
365,2.4334384832157845
366,2.415875596522487
367,2.396922246581992
368,2.376745789374573
369,2.3555135808805017
370,2.3333929770800506
371,2.3105513339534935
372,2.2871560074811024
373,2.263374353643149
374,2.2393737284199076
375,2.2153214877916496
376,2.191384987738648
377,2.1677315842411757
378,2.1445286332795046
379,2.121943490833908
380,2.1001435128846584
381,2.0792960554120286
382,2.0595684743962903
383,2.0411281258177176
384,2.02413725736528
385,2.008681681554394
386,1.9947883709525178
387,1.9824827845593156
388,1.9717903813744517
389,1.9627366203975907
390,1.9553469606283966
391,1.9496468610665345
392,1.945661780711668
393,1.9434171785634624
394,1.9429385136215813
395,1.9442512448856895
396,1.9473808313554515
397,1.9523527320305316
398,1.9591924059105943
399,1.9679253119953037
400,1.9785769092843246
401,1.9911726567773214
402,2.0057380134739584
403,2.0222984383738996
404,2.0408793904768103
405,2.0615063287823543
406,2.084204712290196
407,2.109
